label,src_name,out_path,status,detail
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_4039179.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_4039179.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_3085915.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_3085915.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_1410704.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_1410704.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_5849476.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_5849476.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_6598628.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_6598628.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_6765632.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_6765632.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_7153518.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_7153518.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_4929765.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_4929765.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_9218810.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_9218810.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_7949260.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_7949260.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_1563071.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_1563071.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_4929114.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_4929114.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_9751873.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_9751873.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_2334588.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_2334588.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_5498403.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_5498403.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_3933506.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_3933506.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_6568071.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_6568071.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_3174998.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_3174998.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_8108552.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_8108552.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_2944634.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_2944634.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_6700006.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_6700006.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_2273809.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_2273809.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_6693898.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_6693898.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_4171570.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_4171570.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_3373111.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_3373111.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_6458272.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_6458272.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_9758147.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_9758147.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_9999204.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_9999204.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_4788201.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_4788201.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_3315214.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_3315214.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_8760685.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_8760685.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_6994349.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_6994349.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_2302613.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_2302613.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_5661698.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_5661698.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_4949737.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_4949737.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_7796753.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_7796753.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_2690312.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_2690312.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_4101216.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_4101216.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_6116293.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_6116293.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_6073354.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_6073354.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_8559056.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_8559056.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_9209591.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_9209591.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_7074881.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_7074881.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_4722400.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_4722400.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_5177635.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_5177635.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_1550368.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_1550368.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_7447418.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_7447418.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_5453401.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_5453401.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_8241585.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_8241585.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_3951175.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_3951175.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_6208971.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_6208971.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_1982159.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_1982159.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_9610405.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_9610405.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_1895274.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_1895274.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_7473056.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_7473056.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_8254731.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_8254731.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_1096227.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_1096227.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_4101246.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_4101246.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_9462553.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_9462553.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_9764499.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_9764499.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_2554631.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_2554631.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_1115782.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_1115782.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_4706408.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_4706408.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_1714000.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_1714000.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_1322543.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_1322543.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_3849533.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_3849533.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_3994693.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_3994693.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_4203374.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_4203374.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_1786730.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_1786730.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_3248256.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_3248256.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_4776681.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_4776681.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_6963530.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_6963530.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_5422570.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_5422570.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_3003086.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_3003086.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_3967203.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_3967203.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_8832668.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_8832668.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_7390522.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_7390522.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_9158496.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_9158496.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_3044640.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_3044640.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_9822511.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_9822511.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_5303682.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_5303682.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_4354056.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_4354056.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_7366764.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_7366764.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_4682422.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_4682422.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_2766423.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_2766423.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_9310262.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_9310262.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_5648462.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_5648462.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_6622348.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_6622348.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_9666678.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_9666678.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_2339309.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_2339309.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_9573599.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_9573599.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_9060455.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_9060455.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_8183126.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_8183126.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_9945660.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_9945660.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_4433438.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_4433438.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_2973553.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_2973553.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_5661632.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_5661632.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_4782365.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_4782365.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_2278407.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_2278407.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_5247869.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_5247869.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_7596579.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_7596579.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_8900733.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_8900733.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_3342452.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_3342452.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_4876634.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_4876634.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_3003562.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_3003562.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_3628945.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_3628945.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_9039818.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_9039818.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_3299949.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_3299949.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_5927388.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_5927388.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_6097564.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_6097564.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_2325645.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_2325645.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_6503475.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_6503475.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_1427144.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_1427144.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_7509263.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_7509263.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_4782067.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_4782067.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_2946318.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_2946318.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_1594826.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_1594826.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_2535161.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_2535161.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_1142805.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_1142805.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_2896219.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_2896219.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_1320213.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_1320213.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_6187174.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_6187174.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_1702465.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_1702465.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_2310737.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_2310737.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_9940119.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_9940119.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_1851119.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_1851119.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_9113203.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_9113203.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_2344679.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_2344679.wav,ok,
real,LA/ASVspoof2019_LA_dev/flac/LA_D_3404272.flac,C:\Users\91807\sih\ai_voice_detector\data\real\LA_D_3404272.wav,ok,
fake,LA/ASVspoof2019_LA_dev/flac/LA_D_2049727.flac,C:\Users\91807\sih\ai_voice_detector\data\fake\LA_D_2049727.wav,ok,
